"SourceFile","identifiant","type_formation","filiere","date_diplome","emploi_formation","satisfaction_formation","alternance","recommandation_polytech","ig_avantage_double_competence","remuneration_annuelle_brute","prime","remuneration_prime"
"3","1782326405841550","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",5,"","Oui","",37200,"Oui",41000
"3","1799024859296950","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",32000,"Non",32000
"3","1789139061933560","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",4,"","Oui","",32000,"Non",32000
"3","1783100847843560","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",3,"","Oui","",42000,"Oui",54000
"3","1789312778834990","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",33600,"Non",33600
"3","1768549796202760","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"",5,"","Oui","",NA,"",NA
"3","1782714740085990","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",3,"","Oui","",29000,"Non",29000
"3","1789471843950390","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",4,"","Oui","",29000,"Oui",31500
"3","1794440656453640","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",39000,"Oui",43000
"3","1868325762599550","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",31000,"Non",31000
"3","1788410899702870","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",27120,"Non",27120
"3","1798487267951360","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",24000,"Oui",27500
"3","1788754904394380","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"",4,"","Oui","",NA,"",NA
"3","1783101099715140","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"non",5,"","Oui","",37200,"Oui",41000
"3","1789200420305860","Sous contrat de professionalisation","MicroÈlectronique Et Automatique (MEA)",2017,"",4,"","Oui","",NA,"",NA
"3","1776106717098990","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",4,"","Oui","",29000,"Oui",29000
"3","1982392476743810","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"non",4,"","Oui","",32000,"Non",32000
"3","1793841652694300","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2017,"oui",4,"","Oui","",27600,"Oui",30000
"3","1889138756991850","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",5,"","Oui","",60000,"Oui",66000
"3","1810235646114300","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",3,"","Oui","",NA,"",NA
"3","1783492828241480","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",5,"","Oui","",NA,"",NA
"3","1775411684948640","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",4,"","Oui","",NA,"Oui",NA
"3","1868381320692510","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",30000,"Non",30000
"3","1794681459593540","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",36240,"Oui",39000
"3","1789248290449950","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",32000,"Oui",35000
"3","1783164883493580","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",4,"","Oui","",31000,"Oui",31100
"3","1768989176072360","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",3,"","Oui","",23000,"Oui",23000
"3","1868542954030230","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2019,"oui",5,"","Oui","",24700,"Oui",25000
"3","1793993171979750","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","OUI",46500,"Non",46500
"3","1789246176479960","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",5,"","Oui","",28000,"Oui",29000
"3","1875273283810490","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",3,"","Oui","",NA,"",NA
"3","1788640430211650","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",4,"","Oui","",28000,"Non",28000
"3","1756804883322830","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",25200,"Non",25200
"3","1789022972869620","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",4,"","Oui","",36000,"Non",36000
"3","1783100981858320","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",20000,"Non",20000
"3","1788410837886360","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",5,"","Oui","",34000,"Oui",36000
"3","1782338016526480","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2018,"",4,"","Oui","",NA,"",NA
"3","1788405114733970","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",4,"","Oui","",NA,"",NA
"3","1889477070705420","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",36000,"Oui",41500
"3","1883297978191050","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",3,"","","",NA,"",NA
"3","1788414752593730","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"oui",4,"","Oui","",41400,"Non",41400
"3","1888492771396300","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",4,"","Oui","",26400,"Oui",28600
"3","1783039538489670","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2018,"non",3,"","","",30000,"Oui",30000
"3","1868325745140740","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"non",5,"","Oui","",31800,"Oui",35616
"3","1788410904806730","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"",5,"","Oui","",NA,"",NA
"3","1793840345992890","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",30000,"Oui",34000
"3","1866818185366510","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017,"non",5,"","Oui","",NA,"",NA
"3","1776626247486660","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",23000,"Oui",23000
"3","1794332564639310","Sous contrat de professionalisation","MÈcanique et Interactions (MI)",2017,"oui",4,"","Oui","",30000,"Non",30000
"3","1789196587575730","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",4,"","Oui","",38000,"Oui",38000
"3","1793740587773320","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"non",4,"","Oui","",36000,"Oui",40000
"3","1793840347449300","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",5,"","Oui","",32300,"Oui",35000
"3","1789033924803500","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",5,"","Oui","",23562,"Non",23562
"3","1789420285265510","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",5,"","Oui","",39600,"Non",39600
"3","1788742361243300","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2018,"oui",4,"","Oui","",30000,"Non",30000
"3","1889798491780700","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2019,"oui",5,"","Oui","",35000,"Non",35000
"3","1788640424603910","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"",4,"","Oui","",NA,"",NA
"3","1888410497108680","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",5,"","Oui","",27000,"Oui",32000
"3","1788573360729240","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"non",4,"","Oui","",30000,"Oui",35000
"3","1802766137541990","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2019,"",4,"","Oui","",NA,"",NA
"3","1788523097808340","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2019,"oui",5,"","Oui","",40000,"Non",40000
"3","1782714542276590","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2018,"oui",4,"","Oui","",37500,"Oui",39350
"3","1794332473559360","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",36000,"Non",36000
"3","1793834699802620","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2018,"oui",4,"","Oui","",31000,"Oui",31000
"3","1775257595835560","Sous contrat de professionalisation","MicroÈlectronique Et Automatique (MEA)",2019,"",5,"Non","Oui","",NA,"",NA
"3","1882916933541120","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2018,"",4,"","Oui","",NA,"",NA
"3","1783100906791020","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"oui",4,"","Oui","",32500,"Non",32500
"3","1776551868409820","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",4,"","Oui","",38000,"Non",38000
"3","1794680969713160","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"",4,"","","",NA,"",NA
"3","1889471531298430","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2019,"oui",4,"","Oui","",37008,"Non",37008
"3","1794292862408850","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",5,"","Oui","",NA,"",NA
"3","1775878982531750","Sous contrat de professionalisation","MÈcanique et Interactions (MI)",2018,"",5,"Oui","Oui","",NA,"",NA
"3","1794332417128900","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"",4,"Non","Oui","",NA,"",NA
"3","1775874372476520","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",3,"","Oui","",35000,"Non",35000
"3","1788692236175060","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2017,"oui",5,"","Oui","",39000,"Oui",40500
"3","1782332205420030","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2019,"oui",5,"","Oui","",31000,"Oui",31000
"3","1875605286213910","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2017,"",NA,"","Oui","",NA,"",NA
"3","1783049681433970","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",4,"","Oui","",NA,"",NA
"3","1789359239744150","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"oui",5,"","Oui","",31000,"Oui",32500
"3","1889582691729050","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",5,"Non","Oui","",NA,"",NA
"3","1776615819557700","Sous contrat de professionalisation","MatÈriaux (MAT)",2018,"",4,"","Oui","",NA,"",NA
"3","1793990332182890","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"",5,"","Oui","",NA,"",NA
"3","1782593075378550","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"non",4,"","Oui","",34000,"Oui",54000
"3","1888462074344500","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"non",4,"","Oui","",28200,"Oui",28200
"3","1867918358786770","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"non",5,"","Oui","",54000,"Oui",54000
"3","1767189251615070","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2018,"oui",5,"","","",34500,"Non",34500
"3","1788414696486980","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"oui",4,"","Oui","",32000,"Non",32000
"3","1768453628111900","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"",NA,"","","",NA,"",NA
"3","1794779475018530","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",28000,"Non",30000
"3","1776621549469460","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"oui",5,"","Oui","",28000,"Oui",29000
"3","1813820751836070","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"oui",4,"","Oui","",34000,"Oui",35500
"3","1793786869547840","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2018,"",5,"","Oui","",NA,"",NA
"3","1788692298075560","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2017,"oui",4,"","Oui","",33500,"Oui",42500
"3","1793841847356030","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"non",4,"","Oui","",33000,"Non",33000
"3","1867838330674650","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2019,"",3,"","","",NA,"",NA
"3","1788692292520650","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"non",4,"","","",36000,"Oui",38000
"3","1789472400623880","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"oui",3,"","Oui","",20760,"Non",20760
"3","1775940845738490","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2017,"",NA,"","","",NA,"",NA
"3","1794681451788990","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2017,"",4,"","Oui","",NA,"",NA
"3","1788692359007600","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",4,"","Oui","",32000,"Non",32000
"3","1775419208131070","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"oui",4,"","Oui","",38000,"Oui",42000
"3","1783429206115370","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2019,"",4,"","Oui","",NA,"",NA
"3","1788692303756160","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2018,"",5,"","Oui","",NA,"",NA
"3","1782336127638740","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",3,"","Oui","",34000,"Non",34000
"3","1794779522608880","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"non",4,"","Oui","",NA,"Oui",NA
"3","1783164948056770","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",3,"","Oui","",42000,"Oui",42000
"3","1742932406541910","Sous contrat de professionalisation","MicroÈlectronique Et Automatique (MEA)",2017,"oui",5,"","Oui","",40000,"Oui",42000
"3","1882333183333430","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",4,"","Oui","",NA,"",NA
"3","1775503193890190","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017,"oui",4,"","Oui","OUI",31080,"Oui",33670
"3","1877069833744240","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",5,"","Oui","",33000,"Oui",35000
"3","1798487221614730","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",4,"","Oui","",38000,"Oui",38000
"3","1788522878377980","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2017,"oui",5,"","Oui","",34430,"Non",34430
"3","1776167133958720","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",5,"","Oui","",26000,"Non",26000
"3","1768453733098370","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",NA,"","","",36615,"Non",36615
"3","1789357296484900","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"oui",3,"","Oui","",50000,"Non",50000
"3","1882332492075100","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"",5,"","Oui","",NA,"",NA
"3","1782529475010210","Formation initiale (hors apprentissage)","MÈcanique et Interactions (MI)",2018,"oui",4,"","Oui","",35700,"Oui",40000
"3","1768183597444170","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",4,"","Oui","",36000,"Non",36000
"3","1867187702191360","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2017,"oui",3,"","Oui","",38000,"Non",38000
"3","1876615329620930","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",5,"","Oui","",30000,"Oui",33000
"3","1793834740766260","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",36000,"Oui",36000
"3","1775413928705090","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",5,"","Oui","",39000,"Non",39000
"3","1767911679881990","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"",4,"Non","Oui","",NA,"",NA
"3","1776091965937530","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",4,"","Oui","",34500,"Oui",38450
"3","1789246012863790","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"Non","Oui","",33000,"Oui",35000
"3","1798575275795750","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"non",4,"","Oui","",43000,"Oui",48000
"3","1783492583611410","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",NA,"",NA
"3","1883039045229260","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017,"non",3,"","Oui","",NA,"",NA
"3","1876167130217630","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"non",4,"","Oui","",24000,"Non",24000
"3","1882462128942360","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"non",4,"","Oui","",32130,"Non",32130
"3","1782327052506100","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",5,"","Oui","",NA,"Non",NA
"3","1783100972199480","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2018,"non",3,"","Oui","",32000,"Non",32000
"3","1794332471045900","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2019,"oui",4,"","Oui","",NA,"Oui",NA
"3","1883073848902270","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"",NA,"Non","Oui","OUI",NA,"",NA
"3","1788410839633160","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"oui",4,"","Oui","",42000,"Non",42000
"3","1794332474084770","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2019,"oui",5,"","Oui","",NA,"",NA
"3","1789583114713810","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017,"",3,"","Non","",NA,"",NA
"3","1775408658415940","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017,"non",3,"","Oui","",22000,"Non",22000
"3","1776167064812550","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2018,"",5,"","Oui","",NA,"",NA
"3","1798760225448130","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",3,"","Oui","",26400,"Oui",29280
"3","1783429209187550","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2019,"oui",5,"","Oui","",32006,"Non",32006
"3","1776102348808040","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"non",4,"Non","Oui","",24000,"Oui",24000
"3","1882325974805300","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"oui",5,"","Oui","NON",35000,"Oui",40000
"3","1793838351516860","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","OUI",34000,"Non",34000
"3","1767641526750820","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"oui",4,"","Oui","NON",33000,"Oui",35000
"3","1782520524460350","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",4,"","Oui","",NA,"",NA
"3","1769008063805780","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","","",34000,"Non",34000
"3","1817047782834380","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"",5,"","Oui","",NA,"",NA
"3","1757709831693380","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","NON",NA,"Oui",NA
"3","1775570479028540","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2019,"oui",4,"","Oui","",NA,"Oui",NA
"3","1858522590312930","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","OUI",28303,"Non",28303
"3","1782327052505070","Sous contrat de professionalisation","MÈcanique et Interactions (MI)",2019,"oui",4,"","Oui","",32000,"Non",32000
"3","1898486978428020","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017,"oui",3,"","Oui","OUI",30000,"Oui",32250
"3","1876241676867480","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",NA,"Oui",NA
"3","1789583052871370","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"oui",5,"","Oui","OUI",33500,"Oui",35000
"3","1783100914527510","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2018,"",5,"","Oui","",NA,"",NA
"3","1776170062868870","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"oui",4,"","Oui","OUI",39000,"Non",39000
"3","1806657444524820","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2018,"oui",4,"","Oui","",31000,"Non",31000
"3","1794680961922860","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",3,"","Oui","",NA,"",NA
"3","1775345181363770","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"",5,"","Oui","",NA,"",NA
"3","1775951503420270","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",24600,"Non",24600
"3","1782332213856140","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",NA,"",NA
"3","1788410903105770","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",4,"","Oui","",NA,"",NA
"3","1788801023024300","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2018,"",4,"","Oui","",NA,"",NA
"3","1788639923539010","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"",5,"","Oui","",NA,"",NA
"3","1788410847056540","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2019,"non",5,"","Oui","",32000,"Oui",32000
"3","1882920801202420","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",5,"","Oui","",NA,"",NA
"3","1768183505228300","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"oui",4,"","Oui","",31000,"Non",31000
"3","1783551851748090","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2019,"non",4,"","Oui","",NA,"",NA
"3","1783551669029900","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",5,"","Oui","",30000,"Oui",36000
"3","1788412995836520","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2018,"",4,"","Oui","",NA,"",NA
"3","1783101042651350","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2018,"oui",3,"","Oui","",32000,"Oui",32000
"3","1782917292365580","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2019,"oui",3,"","Oui","",33600,"Oui",35000
"3","1775265194974630","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2017,"oui",5,"","Oui","",25200,"Oui",27700
"3","1783551729336410","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2019,"",3,"","Oui","",NA,"",NA
"3","1788522931505030","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",31500,"Oui",35500
"3","1782332269386920","Sous contrat de professionalisation","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","OUI",45000,"Oui",45000
"3","1813918516436060","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017,"oui",5,"","Oui","OUI",40000,"Non",40000
"3","1783165024759010","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017,"oui",5,"","Oui","OUI",32000,"Oui",34000
"3","1766817679604640","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"oui",4,"","Oui","OUI",35000,"Oui",35000
"3","1782529477607550","Sous contrat de professionalisation","MÈcanique et Interactions (MI)",2019,"oui",3,"","Oui","",35400,"Non",35400
"3","1894339125672520","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2019,"oui",4,"","","",24000,"Oui",24000
"3","1868183045269240","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2019,"",4,"","Oui","",NA,"",NA
"3","1867188646284860","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2019,"oui",4,"","Oui","",27600,"Oui",30000
"3","1788460267278050","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",27000,"Oui",29250
"3","1767472960852670","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2019,"",4,"","Oui","OUI",NA,"",NA
"3","1768459845002980","Sous contrat de professionalisation","Informatique et Gestion (IG)",2017,"oui",4,"","Oui","NON",27500,"Oui",29200
"3","1789139006655910","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","NON",40000,"Non",40000
"3","1894779226711440","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"oui",5,"","Oui","",50000,"Non",50000
"3","1788578216657640","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017,"oui",4,"","Oui","NON",30000,"Oui",30000
"3","1788516594605390","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"non",4,"","","",31200,"Non",31200
"3","1782913436292900","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2019,"",4,"","Oui","",NA,"",NA
"3","1810745985680950","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017,"oui",5,"","Oui","OUI",40000,"Non",40000
"3","1767362520512390","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2019,"oui",4,"","Oui","",32000,"Oui",33000
"3","1783551787687820","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017,"oui",4,"","Oui","",35500,"Non",35500
"3","1793784763902670","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",19287,"Oui",25251
"3","1777070239467270","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","NON",33120,"Non",33120
